junction_name,violation_density,road_type_score_mean,rush_hour_conc,violation_severity_mean,multi_violation_rate,junction_recurrence_rate,junction_chronic_count,center_lat,center_lon,total_violations,peak_hour_ist,dominant_shift,top_vehicle,top_violation,monthly_counts,decay_trend
BTP109 - Dewan Madhava Rao Junction,0.020001294582173604,0.23171521035598705,0.36893203883495146,0.5011326860841424,0.006472491909385114,0.22727272727272727,0,12.94086432038835,77.57243474530745,309,4,MORNING,SCOOTER,NO PARKING,"{""January"": 120, ""February"": 112, ""March"": 37, ""April"": 28, ""November"": 6, ""December"": 6}",STABLE
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",0.012686905301314002,0.4081632653061223,0.3163265306122449,0.5390306122448979,0.1683673469387755,0.18181818181818182,0,12.917309109693878,77.57831904234693,196,5,MORNING,CAR,NO PARKING,"{""December"": 52, ""November"": 45, ""January"": 40, ""March"": 32, ""February"": 20, ""April"": 7}",STABLE
BTP067 - Jai Muni Rao Circle,0.02647420545019095,0.21564792176039121,0.5916870415647921,0.5106356968215159,0.05623471882640587,0.3181818181818182,0,12.97851778081309,77.54273679499192,409,11,MORNING,SCOOTER,WRONG PARKING,"{""December"": 117, ""January"": 109, ""February"": 78, ""March"": 53, ""November"": 45, ""April"": 7}",STABLE
BTP154 - Itmadu Junction,0.0007767493041620817,0.42500000000000004,0.5,0.5291666666666667,0.08333333333333333,0.045454545454545456,0,12.929791199999999,77.54656500833333,12,11,MORNING,CAR,WRONG PARKING,"{""December"": 6, ""March"": 3, ""April"": 2, ""January"": 1}",STABLE
BTP018 - Dhobi Ghat Junction,0.024726519515826266,0.5968586387434555,0.45287958115183247,0.5414921465968586,0.14397905759162305,0.3181818181818182,0,12.98761222696335,77.54981949005236,382,10,MORNING,CAR,WRONG PARKING,"{""December"": 135, ""February"": 89, ""March"": 50, ""January"": 50, ""November"": 41, ""April"": 17}",STABLE
"BTP191 - 40th Cross, 4th Main, Jayanagar",0.006796556411418215,0.536190476190476,0.3047619047619048,0.51,0.05714285714285714,0.18181818181818182,0,12.920106225714287,77.58220127047619,105,3,NIGHT,SCOOTER,WRONG PARKING,"{""March"": 27, ""December"": 25, ""January"": 22, ""February"": 18, ""November"": 12, ""April"": 1}",STABLE
"BTP202 - East End Main Road, Jayanagar",0.009191533432584633,0.7598591549295773,0.34507042253521125,0.670774647887324,0.7535211267605634,0.13636363636363635,0,12.917186653521126,77.59701229788732,142,2,NIGHT,CAR,NO PARKING,"{""January"": 66, ""November"": 33, ""April"": 23, ""February"": 7, ""December"": 7, ""March"": 6}",STABLE
BTP105 - Shivasankara Circle,0.012039614214512266,0.2645161290322581,0.2903225806451613,0.5094086021505376,0.026881720430107527,0.13636363636363635,0,12.956902590860215,77.57416609784947,186,3,NIGHT,SCOOTER,NO PARKING,"{""March"": 84, ""February"": 50, ""December"": 41, ""January"": 6, ""November"": 5}",STABLE
"BTP094 - Sri Skanda Complex, Mysore Road",0.007249660172179429,0.3285714285714287,0.41964285714285715,0.6169642857142856,0.35714285714285715,0.13636363636363635,0,12.955815682142855,77.54617815178571,112,4,MORNING,CAR,NO PARKING,"{""February"": 28, ""December"": 28, ""March"": 27, ""January"": 26, ""November"": 2, ""April"": 1}",STABLE
BTP216 - Yediyur Junction,0.011133406692989838,0.20697674418604647,0.13372093023255813,0.5040697674418605,0.011627906976744186,0.4090909090909091,0,12.93804460616813,77.57688296083748,172,6,MORNING,CAR,WRONG PARKING,"{""March"": 50, ""April"": 32, ""January"": 27, ""November"": 24, ""December"": 21, ""February"": 18}",STABLE
BTP212 - Minto Junction,0.005048870477053531,0.41923076923076935,0.6153846153846154,0.5134615384615384,0.10256410256410256,0.09090909090909091,0,12.96031432051282,77.5714075602564,78,9,MORNING,CAR,NO PARKING,"{""March"": 39, ""February"": 31, ""January"": 3, ""April"": 3, ""November"": 1, ""December"": 1}",STABLE
BTP068 - Veeresh Theatre Junction,0.03262347077480743,0.3013888888888888,0.5138888888888888,0.5051587301587303,0.03373015873015873,0.2727272727272727,0,12.977227481944444,77.54562137718254,504,11,MORNING,SCOOTER,NO PARKING,"{""January"": 157, ""March"": 111, ""December"": 96, ""February"": 87, ""April"": 34, ""November"": 19}",STABLE
"BTP186 - 9th Cross, 4th Main, Jayanagar",0.035342093339374714,0.5335164835164834,0.37545787545787546,0.5,0.023809523809523808,0.18181818181818182,0,12.939329417176364,77.58299607614546,546,3,NIGHT,SCOOTER,WRONG PARKING,"{""March"": 273, ""April"": 129, ""November"": 52, ""December"": 47, ""January"": 37, ""February"": 8}",STABLE
BTP171 - Indian Express (Balekundri),0.007379118389539776,0.2,0.34210526315789475,0.512719298245614,0.07894736842105263,0.13636363636363635,0,12.986301935964908,77.59864174824561,114,5,MORNING,CAR,WRONG PARKING,"{""January"": 34, ""March"": 28, ""February"": 26, ""December"": 13, ""November"": 7, ""April"": 6}",STABLE
"BTP190 - 36th Cross, 4th Main, Jayanagar",0.009385720758625154,0.5599999999999999,0.3448275862068966,0.5058620689655172,0.04827586206896552,0.09090909090909091,0,12.922585208123426,77.58127681070592,145,5,NIGHT,SCOOTER,NO PARKING,"{""December"": 82, ""March"": 32, ""February"": 15, ""January"": 7, ""November"": 7, ""April"": 2}",STABLE
BTP036 - Police Thimmaiah Circle (GPO),0.0053725160204543985,0.2048192771084337,0.4578313253012048,0.5210843373493976,0.0963855421686747,0.13636363636363635,0,12.981054290361444,77.59432185301205,83,7,MORNING,CAR,NO PARKING,"{""November"": 29, ""January"": 23, ""December"": 21, ""February"": 8, ""March"": 2}",STABLE
BTP075 - Police Corner,0.012169072431872614,0.3968085106382979,0.7074468085106383,0.5297872340425531,0.10106382978723404,0.18181818181818182,0,12.968845718276503,77.58628269328581,188,8,MORNING,CAR,WRONG PARKING,"{""November"": 68, ""January"": 44, ""February"": 30, ""December"": 23, ""March"": 19, ""April"": 4}",STABLE
BTP146 - Domlur Water Tank,0.009450449867305328,0.410958904109589,0.6164383561643836,0.5023972602739726,0.0684931506849315,0.13636363636363635,0,12.960488461643836,77.63886880273972,146,11,MORNING,CAR,NO PARKING,"{""January"": 36, ""March"": 36, ""December"": 31, ""November"": 23, ""February"": 18, ""April"": 2}",STABLE
BTP214 - 5th Main Chamrajpet  Junction,0.016311735387403714,0.5059523809523809,0.4523809523809524,0.6027777777777776,0.47619047619047616,0.22727272727272727,0,12.96500902960007,77.55255323659712,252,11,MORNING,SCOOTER,WRONG PARKING,"{""November"": 85, ""March"": 71, ""December"": 43, ""January"": 31, ""February"": 22}",STABLE
BTP187 - South End Circle,0.0036248300860897147,0.4142857142857143,0.4642857142857143,0.5,0.017857142857142856,0.13636363636363635,0,12.937437009438865,77.58186328855274,56,6,MORNING,CAR,WRONG PARKING,"{""January"": 14, ""December"": 13, ""March"": 12, ""April"": 8, ""February"": 5, ""November"": 4}",STABLE
BTP157 - Kadirenahalli Cross,0.0010356657388827756,0.5125,0.4375,0.54375,0.25,0.09090909090909091,0,12.913022025,77.5670021,16,2,MORNING,CAR,WRONG PARKING,"{""March"": 7, ""February"": 4, ""January"": 3, ""April"": 1, ""December"": 1}",STABLE
BTP098 - Nayandahalli Junction,0.013334196388115735,0.21601941747572814,0.27184466019417475,0.6339805825242717,0.4077669902912621,0.09090909090909091,0,12.944823567475726,77.52768460776699,206,3,NIGHT,MAXI-CAB,NO PARKING,"{""January"": 70, ""March"": 52, ""February"": 36, ""December"": 35, ""November"": 9, ""April"": 4}",STABLE
"BTP206 - Shankara Mutt Circle, Vijayanagar",0.04654022914104473,0.22336578581363006,0.5299026425591099,0.5068150208623088,0.030598052851182198,0.3181818181818182,0,12.998620176634214,77.54142142920725,719,11,MORNING,CAR,WRONG PARKING,"{""February"": 247, ""December"": 174, ""March"": 120, ""January"": 118, ""November"": 46, ""April"": 14}",STABLE
"BTP093 - Toll Gate, Mysore Road",0.005825619781215613,0.21333333333333332,0.3333333333333333,0.6038888888888889,0.5,0.09090909090909091,0,12.958754304444446,77.55213842444444,90,4,NIGHT,CAR,NO PARKING,"{""March"": 30, ""February"": 22, ""April"": 16, ""December"": 15, ""November"": 7}",STABLE
"BTP102 - BMTC Junction, KH Road",0.011327594019030359,0.6742857142857142,0.7657142857142857,0.5,0.02857142857142857,0.22727272727272727,0,12.955459190857141,77.59290232228571,175,9,MORNING,CAR,NO PARKING,"{""November"": 70, ""January"": 27, ""December"": 27, ""February"": 23, ""March"": 17, ""April"": 11}",STABLE
BTP138 - Sarjapur Road Check Post,0.0048546831510130105,0.4373333333333334,0.37333333333333335,0.514,0.05333333333333334,0.09090909090909091,0,12.927103010322918,77.61688994134308,75,3,NIGHT,CAR,NO PARKING,"{""January"": 21, ""February"": 20, ""March"": 19, ""April"": 6, ""December"": 6, ""November"": 3}",STABLE
BTP158 - Devegowda Petrol Bunk,0.0029128098906078064,0.5444444444444445,0.3333333333333333,0.5233333333333333,0.15555555555555556,0.09090909090909091,0,12.921245118184277,77.56029589125623,45,11,NIGHT,SCOOTER,WRONG PARKING,"{""March"": 14, ""February"": 11, ""January"": 10, ""April"": 7, ""December"": 2, ""November"": 1}",STABLE
BTP133 - Adugodi Junction,0.004725224933652664,0.273972602739726,0.3972602739726027,0.5561643835616439,0.2328767123287671,0.18181818181818182,0,12.941853575342465,77.6086067250685,73,3,MORNING,CAR,NO PARKING,"{""March"": 39, ""February"": 13, ""April"": 10, ""November"": 6, ""December"": 3, ""January"": 2}",STABLE
BTP006 - Navarang Bar Junction,0.0030422681079681534,0.6127659574468086,0.3404255319148936,0.5,0.0,0.09090909090909091,0,12.990978136170211,77.55759593617022,47,5,NIGHT,CAR,WRONG PARKING,"{""April"": 13, ""February"": 11, ""December"": 10, ""January"": 7, ""November"": 5, ""March"": 1}",STABLE
BTP193 - Vasavi Circle,0.007314389280859602,0.20530973451327433,0.2920353982300885,0.5030973451327434,0.017699115044247787,0.13636363636363635,0,12.949798086219,77.5767949444681,113,4,NIGHT,CAR,NO PARKING,"{""March"": 44, ""February"": 27, ""January"": 17, ""December"": 10, ""November"": 10, ""April"": 5}",STABLE
BTP184 - Lalbagh West Gate,0.013916758366237297,0.2,0.4744186046511628,0.5079069767441861,0.04186046511627907,0.13636363636363635,0,12.94843504744186,77.58018114418604,215,10,MORNING,SCOOTER,NO PARKING,"{""November"": 68, ""April"": 55, ""December"": 45, ""March"": 29, ""January"": 13, ""February"": 5}",STABLE
"BTP189 - New Diagonal Road, Jayanagar",0.03896692342546443,0.6098006644518272,0.4833887043189369,0.5017441860465115,0.02823920265780731,0.2727272727272727,0,12.928112280564784,77.58069761295681,602,9,MORNING,SCOOTER,NO PARKING,"{""December"": 269, ""January"": 124, ""March"": 92, ""April"": 46, ""November"": 39, ""February"": 32}",STABLE
BTP142 - Lower Agram Road Junction,0.002136060586445725,0.21515151515151518,0.0,0.6363636363636364,0.30303030303030304,0.09090909090909091,0,12.961824142424241,77.61549586666668,33,2,NIGHT,CAR,WRONG PARKING,"{""January"": 16, ""November"": 9, ""March"": 5, ""February"": 2, ""December"": 1}",STABLE
BTP120 - Lalbagh Main Gate Junction,0.015793902517962328,0.46106557377049184,0.5655737704918032,0.5254098360655737,0.0778688524590164,0.3181818181818182,0,12.954084420901639,77.58441278032787,244,3,MORNING,CAR,WRONG PARKING,"{""November"": 87, ""December"": 70, ""February"": 31, ""January"": 27, ""March"": 20, ""April"": 9}",STABLE
"BTP114 - KR Road Junction, Near JSS",0.004142662955531102,0.37499999999999994,0.640625,0.52734375,0.078125,0.09090909090909091,0,12.924224496361514,77.57491752140425,64,11,MORNING,CAR,NO PARKING,"{""January"": 36, ""November"": 17, ""February"": 7, ""December"": 3, ""April"": 1}",STABLE
"BTP127 - Sagar Hospital, Jayanagar",0.0053725160204543985,0.6855421686746986,0.3855421686746988,0.7331325301204819,0.6024096385542169,0.09090909090909091,0,12.927947021686748,77.59825148915664,83,3,NIGHT,CAR,NO PARKING,"{""February"": 33, ""January"": 15, ""March"": 11, ""December"": 10, ""April"": 9, ""November"": 5}",STABLE
BTP156 - Kamakya Junction,0.0008414784128422552,0.3230769230769231,0.46153846153846156,0.5653846153846154,0.3076923076923077,0.045454545454545456,0,12.923719841795632,77.55360571975805,13,10,MORNING,CAR,WRONG PARKING,"{""December"": 6, ""January"": 3, ""March"": 2, ""April"": 2}",STABLE
BTP092 - Bangalore Builders Junction,0.006213994433296653,0.3114583333333334,0.25,0.6692708333333334,0.6145833333333334,0.09090909090909091,0,12.959323617708334,77.55569727812501,96,2,NIGHT,CAR,NO PARKING,"{""March"": 43, ""January"": 21, ""December"": 14, ""February"": 11, ""November"": 4, ""April"": 3}",STABLE
BTP077 - Halasuru Gate Junction,0.0019418732604052041,0.6266666666666668,0.6333333333333333,0.5,0.03333333333333333,0.09090909090909091,0,12.966806766666668,77.58703611000001,30,8,MORNING,CAR,WRONG PARKING,"{""January"": 13, ""February"": 6, ""December"": 4, ""November"": 3, ""March"": 3, ""April"": 1}",STABLE
BTP203 - RRMR Junction,0.008414784128422552,0.2676923076923077,0.2230769230769231,0.5765384615384614,0.18461538461538463,0.18181818181818182,0,12.96743880076923,77.59360017,130,23,NIGHT,CAR,NO PARKING,"{""February"": 58, ""March"": 24, ""January"": 16, ""December"": 16, ""November"": 15, ""April"": 1}",STABLE
"BTP110 - Bharathi Nursing Home, Basavanagudi",0.00045310376076121433,0.37142857142857144,0.2857142857142857,0.5,0.0,0.045454545454545456,0,12.93742960532226,77.57230527575189,7,4,NIGHT,CAR,WRONG PARKING,"{""March"": 3, ""January"": 2, ""February"": 1, ""April"": 1}",STABLE
BTP009 - Prakash Nagar Junction,0.01695902647420545,0.5083969465648854,0.2824427480916031,0.5,0.015267175572519083,0.13636363636363635,0,12.992517874427481,77.557632660687,262,3,NIGHT,SCOOTER,WRONG PARKING,"{""November"": 165, ""January"": 53, ""April"": 18, ""December"": 16, ""February"": 6, ""March"": 4}",STABLE
"BTP025 - Puttamma Choultry, Nagarbhavi",0.0017476859343646838,0.3444444444444445,0.2962962962962963,0.5,0.07407407407407407,0.09090909090909091,0,12.97867419259259,77.53819774074074,27,3,NIGHT,CAR,WRONG PARKING,"{""January"": 10, ""December"": 10, ""March"": 3, ""February"": 2, ""April"": 1, ""November"": 1}",STABLE
BTP053 - Three Let Junction,0.003301184542688847,0.49019607843137253,0.6666666666666666,0.5372549019607843,0.11764705882352941,0.09090909090909091,0,12.983894015686278,77.58177205098039,51,10,MORNING,PASSENGER AUTO,WRONG PARKING,"{""December"": 32, ""November"": 14, ""March"": 3, ""January"": 2}",STABLE
BTP128 - Gorappanapalya Junction,0.003560100977409541,0.7927272727272724,0.32727272727272727,0.5509090909090909,0.18181818181818182,0.09090909090909091,0,12.920460569090906,77.60040643272728,55,11,NIGHT,SCOOTER,NO PARKING,"{""March"": 33, ""January"": 12, ""December"": 5, ""February"": 4, ""April"": 1}",STABLE
"BTP145 - Sri Hatti Maramma Circle, Domluru",0.011327594019030359,0.21485714285714283,0.42857142857142855,0.506,0.08,0.18181818181818182,0,12.96128260180312,77.63615441362482,175,3,MORNING,CAR,NO PARKING,"{""December"": 56, ""March"": 42, ""January"": 28, ""November"": 24, ""February"": 20, ""April"": 5}",STABLE
BTP217 - Baleyele Junction,0.005501974237814745,0.4529411764705884,0.7176470588235294,0.5205882352941177,0.10588235294117647,0.13636363636363635,0,12.95738128369353,77.56944775460543,85,9,MORNING,SCOOTER,NO PARKING,"{""March"": 47, ""February"": 17, ""November"": 10, ""April"": 5, ""January"": 4, ""December"": 2}",STABLE
"BTP179 - 9th Block, 28th Main, Jayanagar",0.007120201954819082,0.7636363636363637,0.15454545454545454,0.6813636363636364,0.8636363636363636,0.09090909090909091,0,12.916956090000001,77.59508601818183,110,2,NIGHT,SCOOTER,WRONG PARKING,"{""January"": 53, ""November"": 34, ""April"": 13, ""December"": 6, ""February"": 3, ""March"": 1}",STABLE
"BTP198 - 9th Cross, 8th Main, JP Nagar",0.0009062075215224287,0.47857142857142854,0.42857142857142855,0.5999999999999999,0.42857142857142855,0.045454545454545456,0,12.910339621428571,77.59572164285714,14,6,MORNING,SCOOTER,WRONG PARKING,"{""December"": 6, ""November"": 5, ""January"": 3}",STABLE
"BTP188 - 27th Cross, 4th Main, Jayanagar",0.019030357951971,0.798299319727891,0.5986394557823129,0.5102040816326531,0.06462585034013606,0.13636363636363635,0,12.929681475170069,77.58056905374148,294,8,MORNING,SCOOTER,NO PARKING,"{""April"": 95, ""March"": 89, ""January"": 44, ""December"": 38, ""November"": 16, ""February"": 12}",STABLE
BTP185 - RV Teachers College,0.003689559194769888,0.22105263157894736,0.543859649122807,0.5192982456140351,0.05263157894736842,0.09090909090909091,0,12.94458577368421,77.58073809122807,57,11,MORNING,CAR,NO PARKING,"{""December"": 35, ""March"": 11, ""November"": 6, ""January"": 3, ""February"": 1, ""April"": 1}",STABLE
BTP107 - National College Junction,0.004725224933652664,0.27671232876712326,0.273972602739726,0.5102739726027398,0.0410958904109589,0.09090909090909091,0,12.948955050684933,77.5729495150685,73,3,NIGHT,SCOOTER,NO PARKING,"{""February"": 45, ""March"": 17, ""December"": 5, ""April"": 4, ""November"": 1, ""January"": 1}",STABLE
BTP213 - Royan Circle,0.001359311282283643,0.38095238095238093,0.5238095238095238,0.7214285714285713,0.6666666666666666,0.09090909090909091,0,12.960664534079864,77.56822902305134,21,7,MORNING,CAR,NO PARKING,"{""December"": 8, ""February"": 6, ""November"": 5, ""March"": 2}",STABLE
BTP035 - Basaweshwara Circle (LH) Junction,0.002330247912486245,0.23333333333333328,0.3611111111111111,0.5097222222222223,0.05555555555555555,0.13636363636363635,0,12.984610472222222,77.58816219444445,36,1,MORNING,CAR,NO PARKING,"{""November"": 11, ""December"": 10, ""January"": 9, ""February"": 3, ""March"": 2, ""April"": 1}",STABLE
"BTP200 - 15th Cross, 33rd Main, JP Nagar",0.0018124150430448573,0.35714285714285715,0.5357142857142857,0.5,0.03571428571428571,0.045454545454545456,0,12.9063283,77.58138778214285,28,7,MORNING,CAR,NO PARKING,"{""February"": 9, ""March"": 8, ""November"": 4, ""December"": 4, ""January"": 2, ""April"": 1}",STABLE
BTP143 - ASC Junction,0.0015534986083241633,0.4166666666666667,0.125,0.5145833333333333,0.16666666666666666,0.045454545454545456,0,12.9694987,77.61974576249999,24,0,NIGHT,HGV,NO PARKING,"{""February"": 12, ""December"": 7, ""November"": 2, ""January"": 2, ""April"": 1}",STABLE
BTP144 - Commando Hospital Junction,0.00038837465208104083,0.3666666666666667,0.16666666666666666,0.5,0.16666666666666666,0.045454545454545456,0,12.96920356666667,77.62634385000001,6,4,NIGHT,CAR,NO PARKING,"{""November"": 4, ""February"": 1, ""December"": 1}",STABLE
"BTP178 - 18th Main, Marenahalli",0.00045310376076121433,0.3,0.7142857142857143,0.55,0.14285714285714285,0.045454545454545456,0,12.916898271428568,77.58956701428572,7,8,MORNING,SCOOTER,WRONG PARKING,"{""March"": 3, ""December"": 3, ""January"": 1}",STABLE
"BTP112 - 14th Cross, KR Road",0.0006472910868017348,0.4600000000000001,0.2,0.5349999999999999,0.1,0.045454545454545456,0,12.92934653,77.57320881999999,10,5,MORNING,CAR,NO PARKING,"{""November"": 6, ""March"": 3, ""December"": 1}",STABLE
